	hyperpartisan	title_tokens	n_sent_body	body_tokens	n_tokens_title	n_tokens_body
457	0	['stephen', 'paddock', 'know', 'las', 'vegas', 'shooter']	13	"[['las', 'vegas', 'police', 'confirmed', 'man', 'believe', 'responsible', 'killing', '<num>', 'people', 'stephen', 'paddock'], ['know'], ['stephen', 'paddock', '64-year-old', 'white', 'male'], ['paddock', 'known', 'federal', 'authorities', 'known', 'local', 'law', 'enforcement'], ['lived', 'mesquite', 'nevada', 'marilou', 'danley', 'babbling', 'brook', 'ct.', 'police', 'searching', 'house'], ['nbc', 'reporting', 'lasvegas', 'pic.twitter.com/ib1fqmhdbc', 'october', '<num>', '<num>', 'police', 'said', 'ms', 'danley', 'seen', 'sitting', 'suspected', 'shooter', 'car', 'incident', 'searching'], ['described', 'asian', 'female', ""4'11""], ['32nd', 'floor', 'mandalay', 'bay', 'casino'], ['police', 'said', 'numerous', 'weapons'], ['police', 'believe', 'killed', 'hotel', 'room'], ['marilou', 'danley', 'lasvegas', 'mandalaybay', 'pic.twitter.com/djbdemhku0', 'october', '<num>', '<num>', 'police', 'believe', 'lone', 'wolf', 'attack', 'shooter'], ['<num>', 'people', 'died', '<num>', 'injured', 'gunman', 'opened', 'route', '<num>', 'harvest', 'country', 'music', 'festival', 'taking', 'place', 'road', 'mandalay', 'bay', 'famous', 'las', 'vegas', 'strip'], ['makes', 'biggest', 'mass', 'shooting', 'history']]"	6	13
249	0	['las', 'vegas', 'police', 'unsure', 'concert', 'shooter', 'motive']	17	[['press', 'conference', 'las', 'vegas', 'metro', 'police', 'sheriff', 'kevin', 'mcmahill', 'told', 'reporters', 'department', 'unclear', 'shooter', 'stephen', 'paddock', 'motivation', 'attack', 'perpetrated', 'earlier', 'week'], ['lombardo', 'asked', 'information', 'attack', 'come', 'forward'], ['said', 'believed', 'seen', 'place', 'suspicious', 'activity', 'acting', 'strangely'], ['girlfriend', 'man', 'recent', 'mass', 'shooting', 'las', 'vegas', 'told', 'investigators', 'displayed', 'mental', 'health', 'symptoms', 'attack', 'according', 'nbc', 'news', 'nbc', 'news', 'friday', 'reported', 'fbi', 'official', 'briefed', 'matter', 'confirmed', 'marilou', 'danley', 'recently', 'remark', 'stephen', 'paddock'], ['danley', 'said', 'lie', 'bed', 'moaning', 'screaming', '‘', 'oh', 'god', 'fbi', 'official', 'aware', 'situation', 'said'], ['nbc', 'news', 'sources', 'said', 'paddock', 'mental', 'physical', 'anguish', 'committing', 'worst', 'mass', 'shooting', 'modern', 'u.s.', 'history', 'sunday'], ['accusations', 'fake', 'news', 'lately'], ['tell', 'apart', 'actual', 'fake', 'headlines', 'real', 'ones', 'quiz'], ['test', 'skills'], ['sources', 'added', 'fbi', 'identified', 'motivated', 'paddock', 'open', 'outdoor', 'concert'], ['fbi', 'believe', 'paddock', 'mental', 'health', 'eroded', 'point', 'triggered', 'begin', 'rampage', 'according', 'nbc', 'sources'], ['federal', 'state', 'law', 'enforcement', 'officials', 'additionally', 'confirmed', 'nbc', 'news', 'paddock', 'prescribed', 'anti-anxiety', 'medication', 'called', 'valium'], ['twitter', 'users', 'friday', 'speculated', 'danley', 'reported', 'remarks', 'investigators', 'boyfriend'], ['fbi', 'officials', 'said', 'investigators', 'additionally', 'scrutinizing', 'media', 'devices', 'paddock', 'left'], ['search', 'includes', 'inquiry', 'paddock', 'web', 'browsing', 'history', 'began', 'shooting', 'country', 'music', 'event', 'weekend'], ['responding', 'police', 'paddock', 'dead', 'inside', 'hotel', 'room', '32nd', 'floor', 'nearby', 'mandalay', 'bay', 'resort', 'casino'], ['shooting', 'killed', '<num>', 'people', 'wounded', '<num>', 'sparking', 'renewed', 'national', 'debate', 'gun', 'control']]	7	17
498	0	['detroit', 'doctor', 'charged', 'female', 'genital', 'mutilation', 'released', '4.5m', 'bond']	19	[['ap', 'detroit-area', 'doctor', 'charged', 'performing', 'genital', 'mutilation', 'girls', 'muslim', 'sect', 'released', 'jail', 'awaits', 'trial'], ['judge', 'tuesday', 'persuaded', 'grant', 'bond', 'dr.', 'jumana', 'nagarwala', 'supporters', 'pledged', 'pay', '<num>', 'million', 'flees', 'country'], ['federal', 'judge', 'bernard', 'friedman', 'called', 'comprehensive', 'package'], ['february', 'nagarwala', 'allegedly', 'performed', 'procedure', '7-year-old', 'girls', 'clinic', 'livonia'], ['according', 'court', 'documents', 'brought', 'mothers'], ['criminal', 'affidavit', '7-year-old', 'girl', 'told', 'brought', 'detroit', 'special', 'girls', 'trip'], ['child', 'victim', 'stated', 'said', 'doctor', 'germs'], ['medical', 'exam', 'april', '<num>', 'doctor', 'determined', 'child', 'genitals', 'altered', 'removed'], ['child', 'identified', 'dr.', 'nagarwala', 'doctor', 'performed', 'procedure'], ['affidavit', 'alleges', 'michigan', 'victims'], ['according', 'complaint', 'despite', 'oath', 'care', 'patients', 'dr.', 'nagarwala', 'alleged', 'performed', 'horrifying', 'acts', 'brutality', 'vulnerable', 'victims', 'said', 'acting', 'assistant', 'attorney', 'general', 'blanco'], ['department', 'justice', 'committed', 'stopping', 'female', 'genital', 'mutilation', 'country', 'use', 'power', 'law', 'ensure', 'girls', 'suffer', 'physical', 'emotional', 'abuse'], ['girls', 'brought', 'state', 'illegal', 'procedure'], ['fgm', 'considered', 'complete', 'removal', 'partial', 'removal', 'clitoris', 'known', 'clitoridectomy'], ['internationally', 'recognized', 'violation', 'human', 'rights', 'women', 'girls'], ['copyright', '<num>', 'scripps', 'media', 'inc.', 'associated', 'press', 'contributed', 'report'], ['rights', 'reserved'], ['material', 'published', 'broadcast', 'rewritten', 'redistributed'], ['print', 'article']]	9	19
273	1	['statistics', 'dispel', 'minneapolis', 'mayoral', 'candidate', 'dehn', 'push', 'disarm', 'cops', 'fail']	42	"[['week', 'minneapolis', 'mayoral', 'candidate', 'running', 'major', 'police', 'reform', 'involves', 'disarming', 'revealed', 'know', 'sure', 'fireworks', 'taking', 'place', 'area', 'night', 'alleged', 'slapping', 'patrol', 'car', 'victim', 'shooting', 'caused'], ['absolute', 'tragic', 'situation', 'justine', 'damond—a', 'woman', 'called', 'police', 'help—is', 'dead', 'bullet', 'shot', 'officer', 'gun'], ['case', 'high-profile', 'officer', 'involved', 'shooting', 'ois', 'equation', 'balanced', 'departmental', 'explanations', 'offer', 'objective', 'truth', 'minds', 'masses'], ['people', 'angry'], ['want', 'explanations'], ['want', 'action'], ['dehn', 'course', 'knows', 'attempting', 'capitalize', 'polls', 'painting', 'police', 'broad', 'brush', 'incompetent', 'unnecessarily', 'armed'], ['miss', 'fact', 'district', '59b', 'representative', 'wants', 'mpd', 'officers', 'restricted', 'carrying', 'firearms', 'hips'], ['way', ""'d"", 'allow', 'guns', 'vehicles'], ['solution', 'attempt', 'prevent', 'justine', 'damond', 'death', 'occurring'], ['proposal', 'opportune', 'time'], ['reason', 'justine', 'damond', 'story', 'international', 'story'], ['statistical', 'anomaly'], ['according', 'washington', 'post', 'ois', 'database', 'sariah', 'marie', 'lane', 'ambroshia', 'fagre', 'elena', 'mondragon', 'alteria', 'woods', 'compatible', 'source', 'video'], ['lane', 'fagre', 'mondragon', 'killed', 'riding', 'passengers', 'fleeing', 'vehicles', 'suspected', 'police', 'stolen', 'involved', 'burglaries', 'and/or', 'armed', 'robberies'], ['vehicles', 'deadly', 'weapons', 'drivers', 'rammed', 'police', 'attempts', 'away'], ['woods', 'hand', 'human', 'shield', 'boyfriend', 'swat', 'raid', 'targeting', 'father', 'multiple', 'shootings'], ['women', 'killed', 'deadly', 'force', 'encounters', 'accessories', 'crimes', 'committed', 'boyfriends', 'damond', 'case', 'entirely', 'unique'], ['trend', 'continues', 'years'], ['<num>', 'unarmed', 'women', 'killed', 'police'], ['jessica', 'williams', 'kelsey', 'hauser', '12-year-old', 'ciara', 'meyer', '<num>', 'unarmed', 'women', 'shot', 'killed', 'police'], ['india', 'kager', 'second', '55-year', 'old', 'woman', 'named', 'bettie', 'jones', 'autumn', 'steele', 'officer-involved', 'shootings', 'involving', 'unarmed', 'females', 'past', 'years', 'tragic—but', 'trend', 'shows', 'seven', 'killed', 'engaging', 'criminal', 'activity', 'boyfriends', 'penchant', 'violence'], ['bettie', 'jones', 'ciara', 'meyer', 'autumn', 'steel', 'killed', 'bystanders', 'legitimate', 'deadly', 'force', 'encounters', 'officers', 'feared', 'lives'], ['leaves', 'justine', 'damond', 'class'], ['like', 'said', 'death', 'anomaly', 'anomalies'], ['politicians', 'like', 'raymond', 'dehn', 'free', 'use', 'history', 'criminality', 'despite', 'advances', 'proficiency', 'firearms', 'training', 'course', 'decades', '<num>', 'police', 'officers', 'murdered', 'gunfire', 'line', 'duty', 'year'], ['<num>', 'total', '<num>', '<num>', '<num>', 'according', 'officer', 'memorial', 'page', 'officer', 'tell', 'wide', 'spectrum', 'skill', 'levels', 'relates', 'weapons', 'tactics', 'handling', 'marksmanship'], [""'ll"", 'tell', 'level', 'skill', 'cop', 'possesses', 'matters', 'little', 'hellbent', 'killing'], ['easy', 'response', 'telling', 'dehn', 'tell', 'gunfire-related', 'deaths', 'american', 'police', 'hit', 'year', 'ambushes'], ['self-confident', 'man', 'woman', 'knows', 'skill', 'walk', 'point', 'gun', 'head', 'pull', 'trigger'], ['guns—readily', 'accessible', 'hips—are', 'little', 'use', 'defending', 'attack', 'gunman', 'got', 'jump'], ['week', 'lieutenant', 'aaron', 'allan', 'earlier', 'month', 'new', 'york', 'state', 'trooper', 'joel', 'davis', 'days', 'prior', 'detective', 'miosotis', 'familia', 'policing', 'america', 'desirable', 'years', 'decline', 'numbers', 'police', 'patrolling', 'streets', 'shows'], ['city', 'major', 'staff', 'shortage', 'tell', 'reason', 'stronger', 'economy', 'creating', 'competition', 'prospective', 'employees'], ['cop-hating', 'fringe', 'public', 'tell', 'good'], ['need'], ['local', 'police', 'union', 'tell', 'low', 'pay', 'dissolving', 'pensions', 'lawsuits'], ['police', 'officer', 'tell', 'risk', 'longer', 'worth'], ['pretend', 'police', 'officers', 'america', 'job', 'access', 'firearm', 'willfully', 'ignorant', 'dangers', 'face', 'daily', 'society', 'armed', 'teeth', 'guns'], ['great', 'britain', 'ireland', 'france'], ['people', 'use', 'machetes', 'hack', 'vehicles', 'run'], ['come', 'guns—and', 'require', 'stand', 'chance'], ['minneapolis', 'portland', 'seattle', 'san', 'francisco', 'berkeley', 'mark', 'words', 'progressive', 'metropolis', 'turns', 'officers', 'guinea', 'pigs', 'social', 'experiment', 'test', 'subject—and', 'police', 'force']]"	10	42
60	1	['dems', 'blame', 'hillary', 'comey', '‘', 'october', 'surprise']	35	"[['democrats', 'burn', 'james', 'comey', 'effigy', 'think', 'fbi', 'director', 'came', 'outsized', 'influence', 'election', 'place'], ['comey', 'sought', 'welcomed'], ['law', 'enforcement', 'official', 'prizes', 'reputation', 'relish', 'hate', 'figure', 'half', 'country'], ['reason', 'comey', 'figures', 'election', 'democrats', 'knowingly', 'nominated', 'fbi', 'investigation'], ['time', 'presidential', 'election', 'prior', 'enormous', 'political', 'legal', 'vulnerability', 'disqualified', 'candidate'], ['year', 'case', 'hillary', 'clinton'], ['country', 'clearly', 'lowered', 'standards', 'election', 'donald', 'trump', 'madcap', 'candidacy', 'provides', 'evidence', 'day'], ['hillary', 'nomination', 'offense', 'american', 'political', 'norms', 'incredibly', 'reckless', 'act'], ['democrats', 'supposed', 'party', 'acting', 'rationally'], ['clinton', 'effectively', 'locked', 'nomination', 'june', 'cleared', 'criminal', 'wrongdoing', 'fbi', 'july'], ['indicted'], ['democrats', 'run'], ['substituted', '74-year-old', 'socialist', 'lost', 'nomination', 'battle', 'run'], ['circumstances', 'unprecedented', 'democrats', 'risked'], ['bring', 'fully', 'acknowledge', 'seriousness', 'email', 'scandal', 'relatedly', 'ethical', 'miasma', 'clinton', 'foundation'], ['considered', 'desperate', 'trick', 'vast', 'right-wing', 'conspiracy'], ['clinton', 'henchman', 'david', 'brock', 'demanded', 'new', 'york', 'times', 'retract', 'initial', 'report', 'clinton', 'exclusive', 'use', 'private', 'email', 'account', 'march', '<num>', 'parade', 'democratic', 'operatives', 'pooh-poohed', 'thing', 'clinton', 'spokesman', 'karen', 'finney', 'politically', 'motivated', 'series', 'attacks', 'james', 'carville', 'going', 'hill', 'beans', 'howard', 'dean', 'hooey'], ['got', 'debate', 'stage', 'october', 'bernie', 'sanders', 'man', 'chance', 'stop', 'clinton', 'pleased', 'crowd', 'ringing', 'denunciation', 'emails'], ['democrats', 'bought', 'just-so', 'stories', 'offered', 'clinton', 'campaign'], ['fbi', 'investigation', 'security', 'review'], ['fbi', 'investigating', 'hillary', 'server'], ['deflect', 'seriousness', 'matter'], ['democrats', 'willfully', 'looked', 'way', 'comey', 'impossible', 'position'], ['indictment', 'change', 'course', 'american', 'history'], ['ultimately', 'blinked'], ['record', 'recklessness', 'clinton', 'practices', 'secretary', 'state', 'attempt', 'create', 'public', 'accountability'], ['comey', 'conduct', 'open', 'criticism', 'way', 'handling', 'case', 'high', 'political', 'stakes'], ['notification', 'congress', 'weekend', 'case', 'point'], ['said', 'democrats', 'want', 'fbi', 'election', ""'ve"", 'considered', 'nominating', 'clinton'], ['trump', 'deeply', 'flawed', 'candidate', 'caught', 'wave', 'popular', 'fervor', 'hillary', 'astonishing', 'vulnerabilities', 'production', 'democratic', 'elites', 'finish', 'line'], ['vulnerable'], ['new', 'trove', 'huma', 'abedin', 'emails', 'blockbuster', 'news', 'week', 'come', 'wall', 'street', 'journal', 'report', 'fbi', 'investigating', 'clinton', 'foundation', 'fox', 'news', 'reported', 'thing', 'beginning', 'year', 'hillary', 'course', 'dismissed', 'unsourced', 'irresponsible', 'claim', 'basis'], ['email', 'scandal', 'clinton', 'foundation', 'dog', 'hillary', 'election', 'day', 'win', 'presidency'], ['blame', 'irresponsible', 'enablers']]"	7	34
191	1	['hillary', 'clinton', 'funnels', '<num>', 'political', 'group', 'funds', 'antifa']	16	"[['internet', 'censorship', 'hurting', 'conservative', 'websites', 'like', 'dc', 'clothesline'], ['enjoy', 'articles', 'consider', 'making', 'small', 'donation', 'today'], ['thank'], ['********************************************************************************', 'recall', 'then-presidential', 'candidate', 'hillary', 'clinton', 'talking', 'money', 'politics', 'hypocritically', 'soliciting', 'donations', 'world', 'corrupt', 'people', 'organizations'], ['come', 'light', 'clinton', 'apparently', 'funneled', '<num>', 'campaign', 'money', 'new', 'political', 'pac', 'onward', 'backing', 'groups', 'resistance', 'current', 'administration', 'including', 'antifa', 'daily', 'caller', 'presidential', 'candidate', 'clinton', 'railed', 'clinton', 'transferred', 'clinton', 'deny', 'supporting', 'groups'], ['email', 'signed', 'went', 'week', 'asking', 'money', 'clinton', 'wrote', 'heard', 'work', ""'re"", 'onward', 'clinton', 'wrote'], [""'re"", 'working', 'scene', 'fund', 'support', 'amplify', 'work', 'groups', ""'re"", 'supporting'], [""'re"", 'story'], ['political', 'groups', 'mentioned', 'contacted', 'daily', 'caller', 'asked', 'funded', 'supported', 'onward'], ['group', 'soros-backed', 'indivisible', 'responded'], ['onward', 'given', 'financial', 'support', 'helen', 'kalla', 'indivisible', 'spokesperson', 'wrote', 'email'], ['kalla', 'added', 'clinton', 'group', 'amplifying', 'highlighting', 'work', 'digital', 'networks', 'explained', 'consisted', 'retweeting', 'indivisible', ""'ve"", 'highlighted', 'work', 'emails', 'list'], ['onward', 'required', 'reveal', 'donors', 'identity', '<num>', 'c', '<num>', 'social', 'welfare', 'organization'], ['group', 'revealing', 'identities', 'occurring', 'protect', 'guilty'], ['trump', 'administration', 'promise', 'investigate', 'seek', 'prosecution', 'mrs.', 'clinton', 'freely', 'promoting', 'blame', 'book', 'happened', 'little', 'communists', 'known', 'antifa', 'ca', 'clintons', 'good', 'people', 'right', 'mr.', 'president'], ['courtesy', 'freedom', 'outpost', 'tim', 'brown', 'author', 'editor', 'freedomoutpost.com', 'sonsoflibertymedia.com', 'gunsinthenews.com', 'thewashingtonstandard.com', 'joshua', 'mark', '<num>', 'ar/ak', 'hybrid', 'semi-automatic', 'rifle', 'twitter']]"	8	16
506	0	['<num>', 'fictional', 'countries', 'america', 'invade']	26	[['<num>', 'poll', 'revealed', 'certain', 'slice', 'americana', 'supported', 'bombing', 'agrabah', 'fictional', 'city', 'disney', 'aladdin', 'calls', 'home', 'interesting', 'consider', 'fictional', 'countries', 'actually', 'messed', 'united', 'states', 'totally', 'gotten', 'pass'], ['agrabah', 'actually', 'damage', 'relations', 'u.s.', 'presumably', 'u.s.', 'exist', 'world', 'oil'], ['number', 'countries', 'attacked', 'america', 'and/or', 'american', 'heroes', 'met', 'full-on', 'retaliation', 'deserve'], ['guys', 'sending', 'special', 'agents', 'try', 'kill', 'american', 'heroes', 'years'], ['pottsylvania', 'populated', 'entirely', 'special', 'agents', 'saboteurs'], ['children', 'taught', 'assassination', 'techniques', 'espionage', 'practices', 'early', 'age', 'highest', 'medal', 'double', 'cross', 'mysterious', 'dictator', 'known', 'fearless', 'leader', 'makes', 'kim', 'jong-un', 'look', 'like', 'teddy', 'bear'], ['active', 'agents', 'skilled', 'infiltrators', 'captured'], ['bilya', 'supposed', 'fictional', 'arab', 'state', 'middle', 'east'], ['guys', 'balls', 'shoot', 'american', 'f-16', 'capture', 'pilot', 'sentence', 'hang', 'trial'], ['nondescript', 'south', 'american', 'country', 'coups', 'flock', 'pigeons', 'sentence', 'aloud', 'effect'], ['reason', 'worst', 'representatives', 'end', 'united', 'states', 'ready', 'coerce', 'american', 'heroes', 'bidding'], ['fortunately', 'john', 'matrix', 'lives', 'inside', 'unlimited', 'ammo', 'cheat', 'code', 'world'], ['commando', 'deposed', 'dictator', 'named', 'arius', 'kidnaps', 'john', 'matrix', 'daughter', 'force', 'kill', 'current', 'president', 'val', 'verde'], ['spoiler', 'alert', 'val', 'verde'], ['instead', 'ices', 'single', 'person', 'came', 'near', 'daughter'], ['die', 'hard', '<num>', 'terrorists', 'hit', 'airport', 'free', 'captured', 'dictator', 'ruining', 'john', 'mcclane', 'christmas', 'flight', 'schedules', 'taking', 'blame'], ['predator', 'dutch', 'schaeffer', 'commando', 'team', 'mount', 'hostage', 'rescue', 'guerrillas', 'val', 'verde'], ['know', 'happens', 'hint', 'invisible', 'alien'], ['seriously', 'times', 'mess', 'america'], ['president', 'movie', 'universe'], ['dying', 'know', 'place', 'exports', 'terrorism', 'contras'], ['latveria', 'eastern', 'european', 'nation', 'tucked', 'carpathian', 'mountains', 'led', 'guy', 'freaking', 'dr.', 'victor', 'von', 'doom'], ['george', 'w.', 'bush', 'convince', 'world', 'guy', 'needed', 'ousted', 'throw', 'colin', 'powell', 'bus'], ['dr.', 'doom', 'obviously', 'state', 'sponsor', 'terrorism'], ['doom', 'responsible', 'proliferation', 'chemical', 'weapons', 'attempted', 'assassinations', 'allied', 'heads', 'state', 'oh', 'crimes', 'humanity'], ['fantastic', 'bring', 'hitler', 'eats', 'planets', 'prince', 'darkness']]	5	26
149	0	['donald', 'trump', '&', 'hillary', 'clinton', 'odds', 'winning', 'florida', 'nov.', '<num>']	6	[['hillary', 'clinton', 'beginning', 'increase', 'odds', 'winning', 'florida', 'election', 'forecasts', 'models', 'donald', 'trump', 'likely', 'capture', 'state'], ['november', '<num>', 'fivethirtyeight', 'forecasting', 'donald', 'trump', 'victory', 'florida', 'giving', '<num>', 'percent', 'chance', 'winning'], ['state', 'flipped', 'red', 'blue', 'past', '<num>', 'hours', 'november', '<num>', 'fivethirtyeight', 'model', 'fivethirtyeight', 'forecasting', 'hillary', 'clinton', 'win', '<num>', 'percent', 'popular', 'vote', 'florida', 'donald', 'trump', 'receive', '<num>', 'percent'], ['new', 'york', 'times', 'upshot', 'predictwise', 'dramatic', 'shift', 'taken', 'place', 'huffington', 'post', 'forecast', 'clinton', 'seen', 'slight', 'bump', 'dailykos', 'easy', 'shifts', 'taken', 'place', 'key', 'florida', 'polls', 'released', 'monday', 'race', 'tighter', 'day', 'ago'], ['yesterday', 'hillary', 'clinton', 'ahead', 'real', 'clear', 'politics', 'florida', 'polling', 'average', '<num>', 'percentage', 'points', 'today', 'trump', 'leads', '<num>', 'percent'], ['<num>', 'comments']]	10	6
255	0	['twitter', 'ddos', 'attack', 'need', 'know']	10	[['november', '<num>', 'starting', 'midnight', 'eastern', 'time', 'twitter.com', 'went'], ['outage', 'lasted', '30-45', 'minutes', 'users', 'believe', 'wikileaks', 'u.s.', 'election', 'ddos', 'attack'], ['outage', 'wikileaks', 'tweeted', 'dncleak2', 'new', 'emails', 'true', 'dncleak2', 'connecting', 'dncleak2', 'twitter', 'users', 'ideas', 'subject', 'ddos', 'attack', 'gov', 'progress'], ['election', 'night'], ['dont', 'want', 'communicating'], ['stealing', 'election', 'black'], ['deplorable', 'jack'], ['risetoflyy', 'november', '<num>', '<num>', 'think', 'twitter', 'outage'], ['think', 'nsa', 'involved'], ['leave', 'thoughts']]	5	10
599	0	['trump', 'accuses', 'clinton', 'aide', 'failing', 'follow', 'security', 'protocols']	18	[['washington', 'president', 'donald', 'trump', 'crooked', 'hillary', 'twitter', 'post', '<num>', 'hours', 'new', 'year', 'tuesday', 'accusing', 'clinton', 'aide', 'disregarding', 'basic', 'security', 'protocols', 'calling', 'justice', 'department', 'deep', 'state'], ['crooked', 'hillary', 'clinton', 'aid', 'huma', 'abedin', 'accused', 'disregarding', 'basic', 'security', 'protocols', 'wrote'], ['classified', 'passwords', 'hands', 'foreign', 'agents'], ['remember', 'sailors', 'pictures', 'submarine'], ['jail'], ['deep', 'state', 'justice', 'dept', 'finally', 'act'], ['comey', '&', 'attacking', 'democratic', 'opponent', '<num>', 'presidential', 'election', 'taking', 'aim', 'justice', 'department', 'struck', 'familiar', 'tones', 'new', 'year'], ['<num>', 'months', '<num>', 'presidential', 'election', 'trump', 'kept', 'regular', 'drumbeat', 'attacks', 'clinton'], ['year', 'trump', 'criticized', 'justice', 'department', 'attorney', 'general', 'jeff', 'sessions', 'pursing', 'investigations', 'political', 'opponents'], ['tuesday', 'morning', 'twitter', 'post', 'followed', 'article', 'daily', 'caller', 'trump', 'implored', 'administration', 'investigate', 'abedin'], ['term', 'deep', 'state', 'typically', 'refers', 'shadow', 'government', 'agency', 'officials', 'secretly', 'plot', 'influence', 'policy', 'usually', 'associated', 'countries', 'authoritarian', 'elements', 'undercut', 'democratically', 'elected', 'leaders'], ['friday', 'state', 'department', 'released', '<num>', 'abedin', 'work-related', 'emails'], ['emails', 'laptop', 'abedin', 'estranged', 'husband', 'anthony', 'weiner', 'released', 'public', 'records', 'request'], ['emails', 'weiner', 'sore', 'spot', 'clinton'], ['james', 'comey', 'fbi', 'director', 'notified', 'congress', 'shortly', '<num>', 'election', 'existence', 'newly', 'discovered', 'emails', 'relevant', 'closed', 'investigation', 'clinton', 'use', 'private', 'email', 'server', 'secretary', 'state'], ['clinton', 'book', 'released', 'year', 'said', 'comey', 'october', '<num>', 'disclosure', 'hurt', 'campaign', 'momentum', 'helped', 'trump', 'win', 'election'], ['twitter', 'post', 'trump', 'referred', 'case', 'navy', 'sailor', 'jailed', 'taking', 'pictures', 'inside', 'military', 'submarine'], ['according', 'report', 'fox', 'news', 'sailor', 'hoped', 'receive', 'pardon', 'president']]	8	18
496	0	['watch', 'jimmy', 'fallon', 'passes', 'monologue', 'reflect', 'charlottesville', 'protests']	14	"[['new', 'york', 'wthr', 'jimmy', 'fallon', 'passed', 'usual', 'jokes', 'share', 'thoughts', 'weekend', 'protests', 'virginia'], ['happened', 'weekend', 'charlottesville', 'virginia', 'disgusting', 'fallon', 'said'], ['said', 'watched', 'protests', 'sick', 'stomach'], ['added', 'concerned', 'effect', 'news', 'young', 'daughters'], [""'re"", 'years', 'old', 'years', 'old', 'know', 'hate'], ['playground', 'friends', 'races', 'backgrounds', 'play', 'laugh', 'fun', 'fallon', 'said'], ['said', 'children', 'need', 'parents', 'teachers', 'look', 'guidance', 'leaders', 'appeal', 'best'], ['tonight', 'host', 'called', 'president', 'donald', 'trump', 'saying', 'shameful', 'president', 'took', 'days', 'clearly', 'denounce', 'racists', 'white', 'supremacists', 'adding', 'trump', 'likely', 'public', 'pressure'], ['important', 'especially', 'white', 'people', 'country', 'speak'], ['ignoring', 'bad', 'supporting', 'said'], ['fallon', 'paid', 'tribute', '32-year-old', 'heather', 'heyer', 'died', 'struck', 'car', 'counter-protest', 'charlottesville'], ['ca', 'look', 'beautiful', 'growing', 'curious', 'daughters', 'kind', 'thing', 'happening', 'fallon', 'said'], ['watch', 'fallon', 'entire', 'speech', 'video', 'player'], ['tonight', 'airs', 'weeknights', '11:35', 'channel', '<num>']]"	8	14
